 -0.13955802	 -0.99018885	 -0.00704304
 -0.34815694	  0.93015324	  0.11662632
 -0.99001200	 -0.03211069	  0.13727764
  0.73462856	 -0.56600836	  0.37410616
 -0.38625729	  0.85954802	 -0.33463786
  0.08657461	  0.87852353	 -0.46978850
 -0.41324335	  0.53191699	  0.73911721
 -0.46644840	 -0.64308671	  0.60734287
 -0.16807934	 -0.56042137	 -0.81097301
 -0.88431992	 -0.46450762	 -0.04702066
  0.72718770	  0.48338757	  0.48737511
 -0.24480037	  0.60368000	 -0.75871156
 -0.80925802	 -0.34873276	  0.47274404
  0.91208038	 -0.40995013	 -0.00708976
  0.66544808	 -0.67392985	 -0.32093208
 -0.91917403	 -0.00053098	 -0.39385127
  0.15288297	 -0.19460373	 -0.96889431
 -0.19153708	 -0.38209025	  0.90405784
  0.58801749	  0.79783960	 -0.13299398
 -0.08302544	  0.85315699	  0.51500479
  0.64107513	 -0.25690917	  0.72320147
  0.41765059	  0.82262027	  0.38582883
  0.52679162	  0.23449119	  0.81700947
  0.22104511	 -0.11138806	  0.96888171
  0.56331693	  0.06364948	 -0.82378564
 -0.80712569	  0.23589632	  0.54120333
