 -0.41805961	  0.23149233	 -0.87842897
  0.61442299	  0.14950006	 -0.77468324
  0.90989504	  0.38401002	 -0.15693094
 -0.65106473	 -0.62517951	 -0.43042455
  0.56436100	 -0.81800629	  0.11118622
  0.51426908	  0.48921311	 -0.70441312
  0.19394790	  0.45115097	  0.87111825
  0.79349797	 -0.12531306	 -0.59553136
  0.29043624	  0.16269920	 -0.94296117
 -0.02835364	 -0.91495870	 -0.40255017
  0.30243231	 -0.93768938	 -0.17109450
 -0.98649176	 -0.08988829	 -0.13694562
  0.45086301	 -0.73920420	  0.50029962
  0.34428176	  0.72141659	  0.60085620
 -0.96346879	  0.26240197	 -0.05360127
  0.61315874	 -0.72890584	 -0.30452035
 -0.87428567	 -0.43904353	 -0.20703947
  0.82123484	  0.28301438	 -0.49545554
 -0.56333082	 -0.38773048	 -0.72960500
 -0.67733030	 -0.63756179	  0.36706760
 -0.70168396	 -0.71208905	 -0.02384988
  0.96715299	 -0.00446701	 -0.25415573
 -0.85745021	  0.38237792	  0.34433452
 -0.06072054	  0.16252868	  0.98483371
 -0.07221447	 -0.99616525	 -0.04939492
  0.77060591	 -0.54252396	  0.33441633
  0.06498260	 -0.21665596	  0.97408288
  0.33924234	 -0.76894282	 -0.54188705
  0.10792893	  0.94326479	 -0.31401096
  0.33913376	  0.76469824	 -0.54792782
 -0.33807692	 -0.12339779	 -0.93299356
  0.68000969	 -0.00967109	  0.73313934
  0.63407105	 -0.42099877	  0.64862465
  0.81305788	 -0.58124196	 -0.03308583
  0.88395927	 -0.17588588	  0.43322069
 -0.06373166	  0.79287447	 -0.60604319
 -0.25226069	  0.46960578	  0.84607030
 -0.24643643	  0.94096525	 -0.23206353
 -0.24962582	  0.55072318	 -0.79648661
  0.15151964	  0.52824514	 -0.83546327
  0.40260602	  0.88304305	  0.24112935
 -0.47590917	  0.18935043	  0.85886954
  0.01553509	 -0.70631826	 -0.70772394
 -0.83699009	 -0.22126562	 -0.50048888
  0.60259572	 -0.48811507	 -0.63136525
  0.43639366	  0.88608765	 -0.15623457
