  0.09698751	  0.57060803	 -0.81547526
  0.85846089	  0.49941855	 -0.11673053
 -0.31285949	 -0.61501953	 -0.72378859
  0.04751850	  0.83270352	 -0.55167639
  0.84380757	 -0.47600740	 -0.24780184
  0.65355181	 -0.51596623	 -0.55375888
 -0.15452447	 -0.22482322	  0.96206897
  0.99359084	  0.10933294	 -0.02869767
 -0.44431589	 -0.41278520	  0.79510488
  0.39683497	  0.72114840	 -0.56786177
  0.70172751	  0.69174494	  0.17049176
  0.60273612	  0.76400539	 -0.23022800
 -0.42992583	  0.38325765	  0.81748233
 -0.56433500	  0.44348839	 -0.69630744
  0.76538579	 -0.14200628	  0.62770918
  0.41694498	  0.90739687	  0.05279966
  0.95946850	 -0.27919369	  0.03835468
 -0.79671395	 -0.21443506	 -0.56503494
 -0.92889976	  0.13724285	  0.34396167
 -0.89809649	 -0.36951651	 -0.23849579
 -0.02367326	 -0.82030811	 -0.57143169
 -0.16301833	  0.02494448	 -0.98630766
 -0.65091810	 -0.54966865	 -0.52361246
 -0.52924315	 -0.28158186	 -0.80038325
 -0.49846053	  0.08061487	 -0.86315604
  0.07391400	 -0.99456010	  0.07339574
 -0.15763414	  0.18265285	  0.97045835
 -0.23801149	 -0.93546057	  0.26127390
 -0.58972975	  0.76165653	  0.26851101
 -0.46192752	  0.88496854	 -0.05876779
  0.19201567	  0.33090237	  0.92392294
 -0.08830440	  0.55906396	  0.82440877
  0.10924305	  0.96542184	  0.23669946
 -0.46477080	 -0.01048595	  0.88536893
 -0.40478635	 -0.81095386	 -0.42249478
  0.73439242	 -0.17835971	 -0.65487066
  0.34550725	 -0.72520118	 -0.59557366
  0.25881938	 -0.89331392	  0.36742722
  0.94914331	 -0.02936726	  0.31347174
  0.90374248	  0.22396144	 -0.36481613
  0.27527039	 -0.67699426	  0.68257233
 -0.22698427	  0.37759130	 -0.89772098
  0.58008753	 -0.70277551	  0.41183131
 -0.71657861	 -0.18203429	  0.67333395
 -0.82858788	  0.41440772	 -0.37644172
  0.25565772	 -0.92530240	 -0.28009749
  0.76156221	 -0.64311601	  0.08015490
  0.69834404	  0.51849455	 -0.49343592
